Journal Page,Twp Name,Twp No,Lot No,Bounds,Alt Lot,Alt bounds,Bounds Text,Direction,Corner,Corner Observations,Chains,Links,Observation,Destination Corner,Transcriber
37,Hector,21,74,East,75,West,,North,,,80,,"Intersected a Line and Marked & Numbered a White Oak tree for the Corner of Lots No. 64 & 65, 74 & 75.",NE,Judy
37,Hector,21,74,East,75,West,The Land grows better - not so uneven Bearing Beach Maple Ash and White pine mostly,North,,,,,,,Judy
,Hector,21,74,West,73,East,see 73 east,South,,,,,,SW,Judy
,,,,,,,,,,,,,,,
,Hector,21,75,North,65,South,See 65 South,,,,,,,,Rebecca
73,Hector,21,75,South,84,North,,West,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 75, 76, 84 & 85]",0,,,,Rebecca
73,Hector,21,75,South,84,North,,West,,,20,,Crossed a Fine brook running Northerly,,Rebecca
73,Hector,21,75,South,84,North,,West,,,77,57,"The Corner of Lots No. 74, 75, 83 & 84 Vide Page 37th",SW,Rebecca
73,Hector,21,75,South,84,North,Timber Young Chesnut mostly Land Tollerably(sic) good,West,,,,,,,Rebecca
42,Hector,21,75,East,76,West,,South,NE,"Beginning at the last mentioned Corner [Corner of Lots No. 65, 66, 75 & 76]",0,,,,Judy
42,Hector,21,75,East,76,West,,,,,5,,A small Brook Running Easterly,,Judy
42,Hector,21,75,East,76,West,,,,,65,,Crossed a large Brook running Northeasterly,,Judy
42,Hector,21,75,East,76,West,,,,,80,,"Intersected a Line Marked and Num: a large Hemlock tree for the Corner of Lots No. 75, 76, 84 & 85",NW,Judy
42,Hector,21,75,East,76,West,Land Somewhat uneven Covered pretty much with Chesnut & pine,,,,,,,,Judy
,Hector,21,75,West,74,East,See 74 East,North,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,76,North,66,South,See 66 South,,,,,,,,
73,Hector,21,76,South,85,North,,West,SE,"Beginning at the Corner last Mentioned  [Corner of Lots No. 76, 77, 85, 86 Vide page 43]",0,,,,
73,Hector,21,76,South,85,North,,West,,,62,,A small brook running Westerly,,
73,Hector,21,76,South,85,North,,West,,,77,57,"The Corner of Lots No. 75, 76, 84 & 85 Vide Page 42",SW,
73,Hector,21,76,South,85,North,Timber Beach Maple Hemlock & White pine,West,,,,,,,
44,Hector,21,76,East,77,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 76, 77, 85, 86]",0,,,,Judy
44,Hector,21,76,East,77,West,,North,,,80,,"Intersected a Line and Set an Ironwood Stake standing 8 Links Southwest of a Beach Tree Marked and Numbered for the Corner of Lots No. 66, 67, 76 & 77.",NE,Judy
44,Hector,21,76,East,77,West,Fine level Land timbered as last Mentioned [Beach Maple Basswood & Elm],North,,,,,,,Judy
,Hector,21,76,West,75,East,see 75 east,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,77,North,67,South,See 67 South,,,,,,,,
72,Hector,21,77,South,86,North,,West,SE,Beginning at a Stake Standing in the East Bounds of the Town 8 Links North of a small Ironwood Sapling Marked & Numbered for the Northeast & Southeast Corner of Lots No. 77 & 86,0,,,,
72,Hector,21,77,South,86,North,,West,,,16,,A Brook running Northwesterly,,
72,Hector,21,77,South,86,North,,West,,,75,,A large brook running Northeasterly,,
72,Hector,21,77,South,86,North,,West,,,77,57,"The Corner of Lots No. 76, 77, 85, 86 Vide page 43",SW,
72,Hector,21,77,South,86,North,Excellent Land timber Beach Maple Elm Ash Basswood etc.,West,,,,,,,
50,Hector,21,77,East,Townline,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots 67 & 77],0,,,,
50,Hector,21,77,East,Townline,West,,South,,,80,,Marked and Numbered a Beach tree for the Corner of Lots No. 77 & 86 being the Northeast and Southeast Corner thereof ,SE,
50,Hector,21,77,East,Townline,West,Land good & Level producing Maple Elm White Ash and White pine,South,,,,,,,
,Hector,21,77,West,76,East,see 76 east,North,,,,,,NW,Judy
,,,,,,,,,,,,,,,
10,Hector,21,78,North,69,South,,East,NW,Beginning at a large Button Wood tree close to another growing from the same root Standing on the Bank of the lake upon a point of Land which makes out into the lake being the Northwest and Southwest Corner of Lots No.78 & 69,0,,,,
11,Hector,21,78,North,69,South,,East,,,10,50,Crossed a fine Mill Stream Bearing Northwesterly Ascending Ground,,Charlotte
11,Hector,21,78,North,69,South,,East,,,52,50,Crossed the Creek again here the land is Stoney,,Charlotte
11,Hector,21,78,North,69,South,,East,,,60,,Crossed the same again,,Charlotte
11,Hector,21,78,North,69,South,,East,,,63,50,Crossed the Creek again which now runs Southwesterly the Land Continues Stoney and Ascending,,Charlotte
11,Hector,21,78,North,69,South,,East,,,69,,Crossed the Road - Timber here is mainly White and pitch pine,,Charlotte
11,Hector,21,78,North,69,South,,East,,,78,50,Crossed the Creek again - Land pretty good,,Charlotte
11,Hector,21,78,North,69,South,,East,,,81,,Crossed the Creeck [sic] again for the Last time,,Charlotte
11,Hector,21,78,North,69,South,,East,,,90,50,Intersected the East Bounds - Vide the Southeast and Northeast Corner of Lots No. 78 & 69 - page 7,NE,Charlotte
11,Hector,21,78,North,69 ,South,No Journal Entry,East,,,,,,,
10,Hector,21,78,South,87,North,,East,SW,Beginning at a Crooked Chesnut Oak Sapling Standing on the Bank of the Lake Marked & Numbered for the Northwest and Southwest Corner of Lots No. 87 & 78 and runs thence a dry run bearing Southwesterly ascending Ground & good,0,,,,Charlotte
10,Hector,21,78,South,87,North,,East,,,52,50,The road - the timber here is mainly white Oak,,Charlotte
10,Hector,21,78,South,87,North,,East,,,88,,The Corner - Vide Southeast & Northeast Corners of Lots No. 78 & 87 - page 8,SE,Charlotte
10,Hector,21,78,South,87,North,No Journal Entry,East,,,,,,,
8,Hector,21,78,East,79 & 88,West,,South,NE,Beginning at the Corner last mentioned [Corner of Lots No. 69 & 78],0,,,,Charlotte
8,Hector,21,78,East,79 & 88,West,,South,,,37,,Entered Swamp like land of a good Quality bearing Elm Basswood and Maple,,Charlotte
8,Hector,21,78,East,79 & 88,West,,South,,,42,,Left the Swamp - and Entered a Clearing the Timber I suppose has been Destroyed by fire and is now Covered very thick with Underbrush,,Charlotte
8,Hector,21,78,East,79 & 88,West,,South,,,69,,Marked and Numbered a White Oak Tree from the Southeast and Northeast Corner of Lots No. 78 & 87,SE,Charlotte
8,Hector,21,78,East,79 & 88,West,No Journal Entry,South,,,,,,,
,Hector,21,78,West,Lake,,No Journal Entry,,,,,,,,Charlotte
,,,,,,,,,,,,,,,
,Hector,21,79,North,70,South,See 70 South,,,,,,,,
75,Hector,21,79,South,88,North,,East,SW,Beginning at a Stake Standing in the East Bounds of lot No. 87 [78] marked and Numbered for the Southwest & Northwest Corner of Lots No. 79 & 88,0,,,,
75,Hector,21,79,South,88,North,,East,,,7,,A Small brook running Southerly,,
75,Hector,21,79,South,88,North,,East,,,77,57,"The Corner of Lots No. 79, 80, 88, 89 Vide Page 19th",SE,
75,Hector,21,79,South,88,North,Land good Bearing Young thrifty Timber,East,,,,,,,
19,Hector,21,79,East,80,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 88, 89, 79, 80]",0,,,,
19,Hector,21,79,East,80,West,,North,,,20,,Descending and good land,,JuneSzabo
19,Hector,21,79,East,80,West,,North,,,80,70,"Intersected a Line and Marked and Numbered a large White Oak Tree for the Corner of Lots No. 70, 71, 79 & 80",NE,
19,Hector,21,79,East,80,West,Here the Land is Indifferently Covered with timber Occasioned I suppose by Fire,North,,,,,,,
,Hector,21,79,West,78 & 69,East,No Journal Entry,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,80,North,71,South,See 71 South,,,,,,,,
75,Hector,21,80,South,89,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 79, 80, 88, 89 Vide Page 19th]",0,,,,
75,Hector,21,80,South,89,North,,East,,,77,57,"A Stake Standing 7 Links Southwest of a White Oak tree marked and Numbered for the Corner of Lots No. 80, 81, 89 & 90 Vide page [_]",SE,
75,Hector,21,80,South,89,North,Land rough and Stoney in places Timbered with Oak & Chesnut,East,,,,,,,
27,Hector,21,80,East,81,West,,South,NE,"Beginning at the Corner last Mentioned Ascending [Corner of Lots No. 71 & 72, 80 & 81]",0,,,,JuneSzabo
27,Hector,21,80,East,81,West,,South,,,30,,The top of the ascent and Crossed a small Run Bearing Northerly,,JuneSzabo
27,Hector,21,80,East,81,West,,South,,,50,,A Small Run bearing Northerly,,JuneSzabo
27,Hector,21,80,East,81,West,,South,,,80,,"Marked & Numbered a White Oak Tree for the Corner of Lots No. 80, 81, 89 & 90",SE,JuneSzabo
27,Hector,21,80,East,81,West,Land Mostly level and good Bearing White Oak Black Oak Hickory & Chesnut,South,,,,,,,
,Hector,21,80,West,79,East,see 79 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,81,North,72,South,See 72 South,,,,,,,,
75,Hector,21,81,South,90,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No.80, 81, 89 & 90 Vide Page[_]]",0,,,,
75,Hector,21,81,South,90,North,,East,,,65,,Crossed a fine brook running Northeasterly [Northwesterly],,
75,Hector,21,81,South,90,North,,East,,,77,57,"A Hemlock tree marked and Numbered for the Corner of Lots No. 81, 82, 89 & 90 [Lots No. 81, 82, 90 & 91]",SE,
75,Hector,21,81,South,90,North,Land Continues rough & uneven bearing Oak pine Chesnut & Hemlock timber,East,,,,,,,
28,Hector,21,81,East,82,West,,North,SE,"Beginning at the Corner last Mentioned [Corner of Lots No. 90, 91, 81 & 82]",0,,,,
28,Hector,21,81,East,82,West,,North,,,40,,A Brook running Westerly,,JuneSzabo
28,Hector,21,81,East,82,West,,North,,,80,,"Marked and Numbered a White Oak tree for the Corner of Lots No. 81 & 82, 72 & 73",NE,JuneSzabo
28,Hector,21,81,East,82,West,Land is not very level the whole distance - in many places Stoney bearing Beach Maple White and Black Oak and White pine,North,,,,,,,
,Hector,21,81,West,80,East,See 80 East,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,82,North,73,South,See 73 South,,,,,,,,
76,Hector,21,82,South,91,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 81, 82, 90 & 91]",0,,,,
76,Hector,21,82,South,91,North,,East,,,77,57,"The Corner of Lots No. 82, 83, 91, 92 Vide Page 35 ",SE,
76,Hector,21,82,South,91,North,Land uneven Bearing Hemlock Chesnut & Maple,East,,,,,,,
35,Hector,21,82,East,83,West,,South,NE,"Beginning at the last mentioned Corner [Corner of Lots No. 73,  74, 82 & 83]",0,,,,Judy
35,Hector,21,82,East,83,West,,South,,,30,,Crossed a Brook running Westerly,,Judy
35,Hector,21,82,East,83,West,,South,,,80,,"Intersected a Line Marked & Numbered a White pine tree for the Corner of Lots No. 82, 83, 91 & 92.",SE,Judy
35,Hector,21,82,East,83,West,Most of the Line runs on a Ridge Bearing pine Chesnut & Oak,South,,,,,,,Judy
,Hector,21,82,West,81,East,See 81 east,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,83,North,74,South,See 74 South,,,,,,,,
76,Hector,21,83,South,92,North,,East,SW,"Beginning at the Corner last mentioned [Corner of Lots No. 82, 83, 91, 92 Vide Page 35]",0,,,,
76,Hector,21,83,South,92,North,,East,,,70,,Crossed a brook running Southeasterly,,
76,Hector,21,83,South,92,North,,East,,,77,57,"The Corner of Lots No. 83, 84, 92 & 93 Vide page 36th]",SE,
76,Hector,21,83,South,92,North,Land very uneven & Hilly  The Hills are covered with Scrubby Timber & the Valleys with Hemlock,East,,,,,,,
36,Hector,21,83,East,84,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 83, 84, 92 & 93]",0,,,,Judy
36,Hector,21,83,East,84,West,,North,,,80,,"Intersected a Line Marked and Numbered a Chesnut Tree for the Corner of Lots No. 74, 75, 83 & 84.",NE,Judy
37,Hector,21,83,East,84,West,The Land somewhat hilly and Indifferent Bearing pine Chesnut Hemlock and some Oak,North,,,,,,,Judy
,Hector,21,83,West,82,East,See 82 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,84,North,75,South,See 75 South,,,,,,,,
76,Hector,21,84,South,93,North,,East,SW,"Beginning at the Corner last mentioned [Corner of Lots No. 83, 84, 92 & 93 Vide page 36th]",0,,,,
76,Hector,21,84,South,93,North,,East,,,12,,A brook running Northerly,,
76,Hector,21,84,South,93,North,,East,,,77,57,"The Corner of Lots No. 84, 85, 93 & 94 Vide Page 42",SE,
76,Hector,21,84,South,93,North,Land and Timber the same as last Mentioned [The Hills are covered with Scrubby Timber & the Valleys with Hemlock],East,,,,,,,
42,Hector,21,84,East,85,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 75, 76, 84 & 85]",0,,,,Judy
42,Hector,21,84,East,85,West,,South,,,12,,A Small brook running Westerly,,Judy
42,Hector,21,84,East,85,West,,South,,,80,,"Intersected a Line & Marked and Numbered a White pine tree for the Corner of Lots No. 84 ,85,  93, 94",SE,Judy
42,Hector,21,84,East,85,West,Land midling Good Covered with White & black Oak Chesnut and White pine,South,,,,,,,Judy
,Hector,21,84,West,83,East,See 83 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,85,North,76,South,See 76 South,,,,,,,,
76,Hector,21,85,South,94,North,,East,SW,"Beginning at the Corner last mentioned [Corner of Lots No. 84, 85, 93 & 94 Vide page 42]",0,,,,
76,Hector,21,85,South,94,North,,East,,,15,,A Small Brook Running Northeasterly  Land grown better,,
77,Hector,21,85,South,94,North,,East,,,77,57,"The Corner of Lots No. 85, 86, 94 & 95 Vide Page 43",SE,
77,Hector,21,85,South,94,North,Land better bearing Beach Maple White pine and Basswood,East,,,,,,,
43,Hector,21,85,East,86,West,,North,SE,"Beginning at the Corner last mentioned [Corner of Lots No. 85, 86, 94 & 95]",0,,,,Judy
43,Hector,21,85,East,86,West,,North,,,30,,A small Brook running Northwesterly,,Judy
43,Hector,21,85,East,86,West,,North,,,60,,A larger one running Northeasterly,,Judy
43,Hector,21,85,East,86,West,,North,,,65,,The same running Northwesterly,,Judy
43,Hector,21,85,East,86,West,,North,,,68,,The [same] running Northeasterly,,Judy
43,Hector,21,85,East,86,West,,North,,,80,,"Intersected a Line Marked and Numbered a Maple tree for the Corner of Lots No. 76, 77, 85, 86",NE,Judy
43,Hector,21,85,East,86,West,Here the Land is very good Bearing Beach Maple Basswood & Elm,North,,,,,,,Judy
,Hector,21,85,West,84,East,See 84 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,86,North,77,South,See 77 South,,,,0,,,,
77,Hector,21,86,South,95,North,,East,SW,"Beginning at the Corner last Mentioned [Corner of Lots No. 85, 86, 94 & 95 Vide Page 43]",0,,,,
77,Hector,21,86,South,95,North,,East,,,21,,A Brook running Southerly,,
77,Hector,21,86,South,95,North,,East,,,51,,A Brook running Southwesterly,,
77,Hector,21,86,South,95,North,,East,,,77,57,The Southeast and Northeast Corner of Lots No. 86 & 95 Vide Page 50,SE,
77,Hector,21,86,South,95,North,Land good and mostly level bearing Beach Maple White pine Elm,East,,,,,,,
50,Hector,21,86,East,Townline,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 77 & 86],0,,,,
50,Hector,21,86,East,Townline,West,,South,,,16,,The top of a Long gradual Ascent,,
50,Hector,21,86,East,Townline,West,,South,,,24,,The Bottom of the Hill,,
50,Hector,21,86,East,Townline,West,,South,,,29,,A brook running Southwesterly - here the Land inclines to Swamp,,
50,Hector,21,86,East,Townline,West,,South,,,80,,Marked & Numbered a Beach Tree for the Corner of Lots No. 86 & 95 being the Southeast & Northeast Corner of the said Lots,SE,
50,Hector,21,86,East,Townline,West,Land pretty good and TImbered with Beach Maple Elm & White pine,South,,,,,,,
,Hector,21,86,West,85,East,See 85 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,87,North,78,South,See 78 South,,,,,,,,
9,Hector,21,87,South,Townline,,,East,SW,Beginning at the Southern Extremity of the Senekee Lake one Chain West of an Elm Tree marked with a Blaze on the East and west Sides - and runs thence,0,,,,Charlotte
9,Hector,21,87,South,Townline,,,East,,,46,30,The Solid Shore across a Senekee Marsh and Just across the inlet at the Foot of Steep Rocky Mountain,,Charlotte
9,Hector,21,87,South,Townline,,,East,,,49,30,A Steep Ledge of Rocks several feet perpendicular above which the mountain is not so Steep And the Land tollerably [sic] good timbered with red and rock Oak and walnut,,Charlotte
10,Hector,21,87,South,Townline,,,East,,,80,30,With one Chain allowance a Mile not marked,,Charlotte
10,Hector,21,87,South,Townline,,,East,,,91,30,"A Road, the Land pretty good",,Charlotte
10,Hector,21,87,South,Townline,,,East,,,96,,The Southeast and Northeast [Southwest] Corner of Lots No. 87 & 96 - being a Stake Standing in the South Bounds of the Township - Vide West Bounds of Lot No. 96,SE,Charlotte
,Hector,21,87,South,Townline,,No Journal Entry,East,,,,,,,Charlotte
8,Hector,21,87,East,88 & 96,West,,South,NE,Beginning at the Corner last mentioned [Corner of Lots No. 78 & 87],0,,,,Charlotte
8,Hector,21,87,East,88 & 96,West,,South,,,23,,Crossed a small brook running Westerly and just after Cross several Spring Runs in low Ground  Inclining to Swamp,,Charlotte
8,Hector,21,87,East,88 & 97,West,,South,,,67,50,Marked and Numbered a White Oak tree for the Southeast & Northeast [Southwest] Corner of Lots No. 87 & No. 88 Standing at the Foot of a Steep Hill,,
9,Hector,21,87,East,96,West,[This line does not conform to a straight bounds],West,,Then from the Corner last Mentioned run [Corner of Lots No 87 & 88],0,,,SESE,Charlotte
9,Hector,21,87,East,96,West,,West,,,8,,Set a Stake Marked and Numbered for the Northwest Corner of Lot No. 96 Standing about 30 links Southwestward and Southeastward of two Black Oak Trees marked with Blazes on three Sides then from this Corner ran,,
,,,,,,West,,South,,,0,,,,
9,Hector,21,87,East,96,West,,South,,,50,50,Intersected the South Bounds of the Military Lands and set a Stake Marked and Numbered for the Southeast & Southwest Corner of Lots No. 87  and No. 96 ,,
8,Hector,21,87,East,88 & 98,West,Here the soil rather barren and Stoney & but lightly Timbered with White & Black Oak. This is the West Bound of Lot No. 96,South,,,,,,SE,
,Hector,21,87,West,Lake,East,No Journal Entry,,,,,,,,Charlotte
,,,,,,,,,,,,,,,
,Hector,21,88,North,79,South,See 79 South,,,,,,,,
77,Hector,21,88,South,96,North,,East,SW,Beginning at the Southwest Corner of the said Lot at a White Oak tree marked and Numbered Standing in the North Bounds of Lot No. 96,0,,,,JuneSzabo
77,Hector,21,88,South,96,North,,East,,,16,,The top of a Steep Hill,,
77,Hector,21,88,South,96,North,,East,,,77,57,The Corner of Lots No. 89 & 90 [88 & 89] being a Stake & Heap of Stones Vide page 19th.  ,SE,
77,Hector,21,88,South,96,North,Land Covered with Scrubby Basswood and Some white Oak timber,East,,,,,,,
19,Hector,21,88,East,89,West,,North,SE,Beginning at a Stake and Stones Standing in the North Bounds of Lot No. 96 being the Southeast and Northwest [Southwest] Corner of Lots No. 88 & 89,0,,,,JuneSzabo
19,Hector,21,88,East,89,West,,North,,,80,,"Intersected a Line and Marked and Numbered a small Hickory Sapling for the Corner of Lots No. 80, 89, 88, 90 [79, 80, 88, 89]",NE,JuneSzabo
19,Hector,21,88,East,89,West,The Soil pretty good & timbered with Young thrifty timber,North,,,,,,,JuneSzabo
,Hector,21,88,West,78 & 87,East,See 78 & 87 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,89,North,80,South,See 80 South,,,,,,,,
78,Hector,21,89,South,96 & 97,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 88 & 89],0,,,,
78,Hector,21,89,South,96 & 97,North,,East,,,18,,A brook running Southerly Land very good,,
78,Hector,21,89,South,96 & 97,North,,East,,,77,57,A Stake Standing in the North Bound of Lot No. 97 - 20 Links North of a Chesnut Tree marked and Numbered for the Corner of Lots No. 89 - 90,SE,
78,Hector,21,89,South,96 & 97,North,Here the land is but midling bearing mostly Chesnut timber,East,,,,,,,
27,Hector,21,89,East,90,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 80, 81, 89  & 90]",0,,,,
27,Hector,21,89,East,90,West,,South,,,10,,A small brook running Westerly,,JuneSzabo
27,Hector,21,89,East,90,West,,South,,,80,,A Stake Standing 7 Links of a Chesnut Sapling Marked and Numbered for the Corner of Lots 89 & 90 standing in the North bounds of Lot No. 97 being the Southeast and Southwest Corner of the Said Lots No. 89 & 90 ,SE,JuneSzabo
27,Hector,21,89,East,90,West,Land but midling Bearing Chesnut Oak & pine,South,,,,,,,JuneSzabo
,Hector,21,89,West,88,East,See 88 East,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,90,North,81,South,See 81 South,,,,,,,,
78,Hector,21,90,South,97,North,,East,SW,Beginning at the Corner last mentioned [Corner of Lots No. 89 - 90],0,,,,
78,Hector,21,90,South,97,North,,East,,,77,57,A Chesnut Oak marked and Numbered for the Southeast & Southwest Corner of Lots No. 90 & 91 Standing in the North Bounds of Lot No. 97,SE,
78,Hector,21,90,South,97,North,Timber White Oak & White pine mostly,East,,,,,,,
28,Hector,21,90,East,91,West,,North,SE,Beginning at Chesnut Oak tree Marked and Numbered for the Southeast and Southwest Corner of Lots No. 90 & 91 Standing on the North Bounds of Lot No.90 [97],0,,,,
28,Hector,21,90,East,91,West,,North,,,30,,Descended a Hill and Crossed a Brook running Northwesterly,,JuneSzabo
28,Hector,21,90,East,91,West,,North,,,50,,Crossed a wet Swamp and began to Ascend,,JuneSzabo
28,Hector,21,90,East,91,West,,North,,,80,,"Marked and Numbered a Chesnut Oak tree for the Corner of Lots No. 90, 91, 81 & 82.",NE,JuneSzabo
28,Hector,21,90,East,91,West,Land is rather rough & uneven bearing Oak Chesnut pine etc,North,,,,,,,
,Hector,21,90,West,89,East,See 89 East,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,91,North,82,South,See 82 South,,,,,,,,
78,Hector,21,91,South,97 & 98,North,,East,SW,Beginning at the Corner last mentioned [Corner of Lots No. 90 & 91],0,,,,
78,Hector,21,91,South,97 & 98,North,,East,,,15,,Crossed a small brook running Southerly,,
78,Hector,21,91,South,97 & 98,North,,East,,,65,,Crossed a small brook just above where another empties into it. Running Southerly,,
78,Hector,21,91,South,97 & 98,North,,East,,,77,57,The Corner of Lots No. 91 & 92 Vide page 36,SE,
78,Hector,21,91,South,97 & 98,North,Land not very good bearing Oak White pine & Chesnut,East,,,,,,,
36,Hector,21,91,East,92,West,,South,NE,"Beginning at the Corner last mentioned [Corner of Lots No. 82, 83, 91 & 92]",0,,,,Judy
36,Hector,21,91,East,92,West,,South,,,80,,Intersected the North Bounds of Lot No. 98 Set a Stake Standing 25 Links Southerly of a White pine tree Marked & Numbered for the Corner of Lots No. 91 & 92 by the Southeast and Southwest Corner thereof,SE,Judy
36,Hector,21,91,East,92,West,Land uneven and indifferent Bearing Pine Oak & Chesnut.,South,,,,,,,Judy
,Hector,21,91,West,90,East,See 90 East,,,,,,,,JuneSzabo
,,,,,,,,,,,,,,,
,Hector,21,92,North,83,South,See 83 South,,,,,,,,
79,Hector,21,92,South,98 & 99,North,,East,SW,Beginning at the Corner last mentioned [Corner of Lots No. 91 & 92 Vide page 36],0,,,,
79,Hector,21,92,South,98 & 99,North,,East,,,25,,A spring Run bear:  Southerly,,
79,Hector,21,92,South,98 & 99,North,,East,,,77,57,The Southeast & Southwest Corner of Lots No. 92 & 93 Vide page 96,SE,
79,Hector,21,92,South,98 & 99,North,Broken Land Covered with Hemlock White pine Beach & Maple,East,,,,,,,
36,Hector,21,92,East,93,West,,North,SE,Beginning at a Hemlock tree Standing in the North Bounds of Lot No. 99 marked and Numbered for the Southwest and Southeast Corner of Lots No. 92 & 93,0,,,,Judy
36,Hector,21,92,East,93,West,,North,,,50,,A Small Brook running Southeasterly,,Judy
36,Hector,21,92,East,93,West,,North,,,60,,Crossed a Brook running Southeasterly,,Judy
36,Hector,21,92,East,93,West,,North,,,80,,"Intersected a Line Marked and Numbered a White Oak tree for the Corner of Lots No. 83, 84, 92 & 93",NE,Judy
36,Hector,21,92,East,93,West,Timber is mainly Hemlock & pine,North,,,,,,,Judy
,Hector,21,92,West,91,East,See 91 East,,,,,,,,
,,,,,,,,,,,,,,,
,Hector,21,93,North,84,South,See 84 South,,,,,,,,
79,Hector,21,93,South,99,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 92 & 93 Vide page 96],0,,,,
79,Hector,21,93,South,99,North,,East,,,28,,A fine Brook running Southerly,,
79,Hector,21,93,South,99,North,,East,,,77,57,The Southeast & Northeast [Southwest] Corner of Lots No. 93 & 94 Vide page 43rd,SE,
79,Hector,21,93,South,99,North,Land Covered with beach Maple Hemlock pine & Chesnut,East,,,,,,,
43,Hector,21,93,East,94,West,,South,NE,"Beginning at the Corner last Mentioned [Corner of Lots No. 84, 85, 93, 94]",0,,,,Judy
43,Hector,21,93,East,94,West,,South,,,80,,Intersected a Line being the North Bounds of Lot No. 99 and marked and numbered a Chesnut tree for the Corner of Lots No. 93 & 94,SE,Judy
43,Hector,21,93,East,94,West,Land uneven Bearing White and Black Oak Chesnut & White pine,South,,,,,,,Judy
,Hector,21,93,West,92,East,See 92 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,94,North,85,South,See 85 South,,,,,,,,
79,Hector,21,94,South,99 & 100,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 93 & 94 Vide page 43rd],0,,,,
79,Hector,21,94,South,99 & 100,North,,East,,,59,,A brook running Southerly,,
79,Hector,21,94,South,99 & 100,North,,East,,,77,57,The Southeast & Northeast  [Southwest] Corner of Lots No. 94 & 95 Vide page 43rd,SE,
79,Hector,21,94,South,99 & 100,North,Land Tollerably [sic] good producing Beach Maple White pine & Chesnut,East,,,,,,,
43,Hector,21,94,East,95,West,,North,SE,Beginning at a Chesnut Tree marked & Numbered for the Southeast and Southwest Corner of Lots No. 94 & 95 Standing in the North Bounds of Lot No. 100,0,,,,Judy
43,Hector,21,94,East,95,West,,North,,,80,,"Intersected a Line and Marked and Numbered a Hemlock tree for the Corner of Lots No. 85, 86, 94 & 95",NE,Judy
43,Hector,21,94,East,95,West,Land rather Indifferent Covered pretty much with Hemlock,North,,,,,,,Judy
,Hector,21,94,West,93,East,See 93 East,,,,,,,,Judy
,,,,,,,,,,,,,,,
,Hector,21,95,North,86,South,See 86 South,,,,,,,,
79,Hector,21,95,South,100,North,,East,SW,Beginning at the Corner last Mentioned [Corner of Lots No. 94 & 95 Vide Page 43rd],0,,,,
79,Hector,21,95,South,100,North,,East,,,35,,Crossed a fine large Brook running Southerly,,
79,Hector,21,95,South,100,North,,East,,,77,57,The Southeast Corner of Lot No. 95 Vide page 50,SE,
79,Hector ,21,95,South,100,North,Land & timber much the same as last described [Beach Maple White pine & Chesnut],East,,,,,,,
50,Hector,21,95,East,Townline ,West,,South,NE,Beginning at the Corner last Mentioned [Corner of Lots No. 86 & 95],0,,,,
50,Hector,21,95,East,Townline ,West,,South,,,30,,A small Brook,,
50,Hector,21,95,East,Townline ,West,,South,,,80,,A Stake Standing 50 Links North of a Soft Maple Tree marked and [Mile Tree] for the ten Mile Standing against the West after side of a Hill,SE,
50,Hector,21,95,East,Townline ,,Land somewhat Broken and not very good,South,,,,,,,
,Hector,21,95,West,94,East,See 94 East,,,,,,,,
,,,,,,,,,,,,,,,
82,Hector,21,96,North,88 & 89,South,,East,NW,Beginning  at the Stake Standing 15 Links Southwest & Southeast of two Black Oak Trees Blazed on three sides marked & Num: for the Northwest Corner of Lots  No. 96 Ascending,0,,,,
82,Hector,21,96,North,88 & 89,South,,East,,,16,,The top of the Ascent,,JuneSzabo
82,Hector,21,96,North,88 & 89,South,,East,,,40,,The Bottom and good Land,,JuneSzabo
